district_type,district,base_trump,base_harris,base_total,base_margin,base_winner,sim_trump_raw,sim_harris_raw,sim_margin_raw,sim_winner_raw,sim_trump_blend,sim_harris_blend,sim_margin_blend,sim_winner_blend,flipped_raw,flipped_blend
sldu_dist,38.0,781.3333333333334,946.0,1727.3333333333335,-9.53,Harris,786.0,951.3333333333334,-9.52,Harris,785.6666666666666,951.6666666666666,-9.55,Harris,False,False
sldu_dist,45.0,843.6666666666666,533.3333333333334,1377.0,22.54,Trump,848.6666666666666,536.3333333333334,22.55,Trump,847.6666666666666,537.3333333333334,22.41,Trump,False,False
sldu_dist,47.0,843.6666666666666,533.3333333333334,1377.0,22.54,Trump,848.6666666666666,536.3333333333334,22.55,Trump,847.6666666666666,537.3333333333334,22.41,Trump,False,False
sldl_dist,3.0,1352.6666666666667,780.3333333333334,2133.0,26.83,Trump,1373.0,792.0,26.84,Trump,1368.3333333333333,796.6666666666666,26.4,Trump,False,False
sldl_dist,4.0,539.0,235.66666666666666,774.6666666666666,39.16,Trump,545.0,238.33333333333334,39.15,Trump,543.3333333333334,240.0,38.72,Trump,False,False
sldl_dist,10.0,539.0,235.66666666666666,774.6666666666666,39.16,Trump,545.0,238.33333333333334,39.15,Trump,543.3333333333334,240.0,38.72,Trump,False,False
sldl_dist,13.0,1352.6666666666667,780.3333333333334,2133.0,26.83,Trump,1373.0,792.0,26.84,Trump,1368.3333333333333,796.6666666666666,26.4,Trump,False,False
sldl_dist,17.0,1109.3333333333333,507.6666666666667,1617.0,37.21,Trump,1113.6666666666667,509.6666666666667,37.21,Trump,1112.6666666666665,510.66666666666663,37.08,Trump,False,False
sldl_dist,18.0,466.6666666666667,673.3333333333334,1140.0,-18.13,Harris,469.0,676.6666666666666,-18.13,Harris,469.0,676.6666666666666,-18.13,Harris,False,False
sldl_dist,19.0,1109.3333333333333,507.6666666666667,1617.0,37.21,Trump,1113.6666666666667,509.6666666666667,37.21,Trump,1112.6666666666665,510.66666666666663,37.08,Trump,False,False
sldl_dist,20.0,466.6666666666667,673.3333333333334,1140.0,-18.13,Harris,469.0,676.6666666666666,-18.13,Harris,469.0,676.6666666666666,-18.13,Harris,False,False
sldl_dist,35.0,651.3333333333334,869.6666666666666,1521.0,-14.35,Harris,654.3333333333334,874.0,-14.37,Harris,654.3333333333334,874.0,-14.37,Harris,False,False
sldl_dist,42.0,75.66666666666667,450.0,525.6666666666666,-71.21,Harris,76.66666666666667,455.3333333333333,-71.18,Harris,77.66666666666667,454.3333333333333,-70.8,Harris,False,False
sldl_dist,44.0,75.66666666666667,450.0,525.6666666666666,-71.21,Harris,76.66666666666667,455.3333333333333,-71.18,Harris,77.66666666666667,454.3333333333333,-70.8,Harris,False,False
sldl_dist,66.0,651.3333333333334,869.6666666666666,1521.0,-14.35,Harris,654.3333333333334,874.0,-14.37,Harris,654.3333333333334,874.0,-14.37,Harris,False,False
sldl_dist,73.0,915.6666666666666,235.33333333333334,1151.0,59.11,Trump,919.0,236.0,59.13,Trump,918.0,237.0,58.96,Trump,False,False
sldl_dist,82.0,915.6666666666666,235.33333333333334,1151.0,59.11,Trump,919.0,236.0,59.13,Trump,918.0,237.0,58.96,Trump,False,False
sldl_dist,98.0,1133.0,1726.0,2859.0,-20.74,Harris,1136.6666666666667,1732.0,-20.75,Harris,1137.0,1731.6666666666667,-20.73,Harris,False,False
sldl_dist,106.0,1133.0,1726.0,2859.0,-20.74,Harris,1136.6666666666667,1732.0,-20.75,Harris,1137.0,1731.6666666666667,-20.73,Harris,False,False
