county_desc,precinct_abbrv,pop_total,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two_more,pop_hispanic,pop_white_nonhisp,vap_total,vap_white,vap_black,vap_aian,vap_asian,vap_hispanic,vap_white_nonhisp,pop_nonwhite,pct_white,pct_black,pct_hispanic,pct_asian,pct_nonwhite,vap_pct
MECKLENBURG,080,6348,1430,3042,50,447,1,899,479,1339,1297,4648,1217,2220,35,342,825,1123,4918,0.2253,0.4792,0.2109,0.0704,0.7747,0.7322
MECKLENBURG,081,7580,1168,4228,75,487,3,1058,561,1533,1049,5631,1039,3142,57,375,974,959,6412,0.1541,0.5578,0.2022,0.0642,0.8459,0.7429
MECKLENBURG,082,9117,814,4161,131,200,11,3021,779,4010,525,6509,644,3135,90,158,2554,470,8303,0.0893,0.4564,0.4398,0.0219,0.9107,0.7139
MECKLENBURG,083,6070,1782,2171,95,464,0,921,637,1586,1585,4521,1518,1615,70,307,1021,1388,4288,0.2936,0.3577,0.2613,0.0764,0.7064,0.7448
MECKLENBURG,084,5074,998,2060,92,344,0,1115,465,1777,763,3729,833,1541,62,242,1160,705,4076,0.1967,0.406,0.3502,0.0678,0.8033,0.7349
MECKLENBURG,085,3595,2214,791,21,76,2,168,323,383,2158,2858,1866,576,17,66,253,1832,1381,0.6159,0.22,0.1065,0.0211,0.3841,0.795
MECKLENBURG,086,2669,2419,50,0,78,1,3,118,85,2392,1943,1778,32,0,65,52,1762,250,0.9063,0.0187,0.0318,0.0292,0.0937,0.728
MECKLENBURG,087,4363,2587,567,30,166,5,492,516,951,2475,3537,2195,449,24,142,666,2118,1776,0.5929,0.13,0.218,0.038,0.4071,0.8107
MECKLENBURG,088,4129,2601,558,20,143,1,369,437,704,2509,3396,2232,442,17,119,510,2171,1528,0.6299,0.1351,0.1705,0.0346,0.3701,0.8225
MECKLENBURG,089,10431,3054,4817,95,296,3,1351,815,2066,2881,7649,2632,3344,56,202,1322,2515,7377,0.2928,0.4618,0.1981,0.0284,0.7072,0.7333
MECKLENBURG,090,2230,1707,139,4,100,2,76,202,183,1673,1762,1384,112,0,86,123,1362,523,0.7655,0.0623,0.0821,0.0448,0.2345,0.7901
MECKLENBURG,091,6676,5093,372,16,685,1,127,382,306,5017,4721,3656,272,13,476,191,3621,1583,0.7629,0.0557,0.0458,0.1026,0.2371,0.7072
MECKLENBURG,092,4419,3088,478,24,181,4,311,333,547,3031,3357,2429,346,13,150,363,2385,1331,0.6988,0.1082,0.1238,0.041,0.3012,0.7597
MECKLENBURG,093,2388,1856,105,13,99,3,117,195,271,1820,1918,1519,82,7,78,203,1492,532,0.7772,0.044,0.1135,0.0415,0.2228,0.8032
MECKLENBURG,094,3475,1074,1043,62,346,2,584,364,1009,941,2619,927,803,44,220,665,847,2401,0.3091,0.3001,0.2904,0.0996,0.6909,0.7537
MECKLENBURG,095,3610,674,1791,28,175,8,539,395,891,597,2722,603,1372,21,134,557,546,2936,0.1867,0.4961,0.2468,0.0485,0.8133,0.754
MECKLENBURG,096,2824,1997,395,18,77,1,120,216,295,1937,2440,1748,350,10,69,242,1698,827,0.7072,0.1399,0.1045,0.0273,0.2928,0.864
MECKLENBURG,097,2772,773,1191,39,44,3,429,293,777,686,2143,690,920,27,40,496,635,1999,0.2789,0.4297,0.2803,0.0159,0.7211,0.7731
MECKLENBURG,098,8874,1232,2360,332,176,4,3337,1433,5518,654,6069,934,1794,203,158,3473,562,7642,0.1388,0.2659,0.6218,0.0198,0.8612,0.6839
MECKLENBURG,099,5014,1263,2320,48,112,4,798,469,1205,1073,3890,1094,1740,37,91,836,970,3751,0.2519,0.4627,0.2403,0.0223,0.7481,0.7758
MECKLENBURG,100,4180,3042,333,10,371,0,105,319,257,2987,3233,2412,263,10,279,188,2372,1138,0.7278,0.0797,0.0615,0.0888,0.2722,0.7734
MECKLENBURG,101,3843,2663,545,8,109,0,238,280,445,2600,3044,2175,408,7,99,319,2125,1180,0.6929,0.1418,0.1158,0.0284,0.3071,0.7921
MECKLENBURG,102,8155,2966,2650,86,491,8,1152,802,1767,2747,6185,2472,1968,59,372,1235,2321,5189,0.3637,0.325,0.2167,0.0602,0.6363,0.7584
MECKLENBURG,103,3859,3195,152,4,159,1,40,308,233,3138,2991,2512,112,4,133,155,2471,664,0.8279,0.0394,0.0604,0.0412,0.1721,0.7751
MECKLENBURG,104,5604,800,2947,72,328,5,1034,418,1685,461,4221,629,2362,47,244,1102,402,4804,0.1428,0.5259,0.3007,0.0585,0.8572,0.7532
MECKLENBURG,105,8995,3052,4159,44,504,12,672,552,1058,2941,7559,2855,3210,38,470,820,2757,5943,0.3393,0.4624,0.1176,0.056,0.6607,0.8404
MECKLENBURG,106,2228,1904,87,3,47,2,55,130,119,1892,1739,1534,51,3,42,64,1527,324,0.8546,0.039,0.0534,0.0211,0.1454,0.7805
MECKLENBURG,107.1,5532,1122,3296,40,250,2,450,372,723,1060,4261,975,2486,29,197,510,923,4410,0.2028,0.5958,0.1307,0.0452,0.7972,0.7702
MECKLENBURG,108,5789,973,2116,53,607,4,1244,792,2157,623,4141,740,1605,47,397,1380,527,4816,0.1681,0.3655,0.3726,0.1049,0.8319,0.7153
MECKLENBURG,109,3782,3148,223,3,115,0,65,228,188,3093,3233,2732,200,3,102,149,2680,634,0.8324,0.059,0.0497,0.0304,0.1676,0.8548
MECKLENBURG,110,1981,1566,159,2,48,2,52,152,121,1551,1462,1190,110,0,33,72,1184,415,0.7905,0.0803,0.0611,0.0242,0.2095,0.738
MECKLENBURG,111,4154,3395,300,13,123,0,85,238,253,3337,3400,2807,244,10,110,191,2758,759,0.8173,0.0722,0.0609,0.0296,0.1827,0.8185
MECKLENBURG,112,3155,2488,130,5,263,1,55,213,179,2447,2317,1890,96,3,175,108,1870,667,0.7886,0.0412,0.0567,0.0834,0.2114,0.7344
MECKLENBURG,113,4961,3824,270,4,444,0,85,334,256,3784,3548,2837,195,4,279,157,2815,1137,0.7708,0.0544,0.0516,0.0895,0.2292,0.7152
MECKLENBURG,114,3795,3183,201,10,53,0,117,231,284,3150,3020,2560,171,7,48,200,2532,612,0.8387,0.053,0.0748,0.014,0.1613,0.7958
MECKLENBURG,115,2963,892,914,40,187,11,577,342,966,796,2217,763,675,33,122,660,702,2071,0.301,0.3085,0.326,0.0631,0.699,0.7482
MECKLENBURG,116,2917,542,1343,59,154,0,564,255,894,460,2090,443,972,48,104,583,396,2375,0.1858,0.4604,0.3065,0.0528,0.8142,0.7165
MECKLENBURG,117,3734,1155,1695,28,87,7,402,360,683,1056,2967,973,1312,24,78,482,919,2579,0.3093,0.4539,0.1829,0.0233,0.6907,0.7946
MECKLENBURG,118,5117,3329,457,13,780,1,172,365,302,3272,3581,2395,337,12,496,198,2358,1788,0.6506,0.0893,0.059,0.1524,0.3494,0.6998
MECKLENBURG,119,2468,1973,234,7,99,0,17,138,84,1948,1902,1585,146,6,84,59,1565,495,0.7994,0.0948,0.034,0.0401,0.2006,0.7707
MECKLENBURG,120,6159,1142,2006,82,225,5,1840,859,2856,932,4735,1012,1590,57,201,1966,867,5017,0.1854,0.3257,0.4637,0.0365,0.8146,0.7688
MECKLENBURG,121,5101,4063,278,11,294,2,88,365,339,3977,4001,3254,203,10,228,234,3205,1038,0.7965,0.0545,0.0665,0.0576,0.2035,0.7844
MECKLENBURG,122,8790,3376,2842,64,559,16,961,972,1751,3197,6996,2879,2255,54,433,1273,2761,5414,0.3841,0.3233,0.1992,0.0636,0.6159,0.7959
MECKLENBURG,123,3903,832,1837,36,191,18,627,362,943,761,2922,700,1392,32,145,613,655,3071,0.2132,0.4707,0.2416,0.0489,0.7868,0.7487
MECKLENBURG,124,4491,732,2230,67,252,2,800,408,1224,602,3309,612,1749,38,166,736,540,3759,0.163,0.4965,0.2725,0.0561,0.837,0.7368
MECKLENBURG,125,2454,650,824,15,217,5,556,187,805,577,1798,538,594,12,143,539,489,1804,0.2649,0.3358,0.328,0.0884,0.7351,0.7327
MECKLENBURG,126,6072,1108,3206,74,969,2,370,343,648,1024,4811,984,2543,50,731,452,924,4964,0.1825,0.528,0.1067,0.1596,0.8175,0.7923
MECKLENBURG,127,6891,5959,184,10,179,0,115,444,393,5877,4789,4240,122,9,118,208,4197,932,0.8648,0.0267,0.057,0.026,0.1352,0.695
MECKLENBURG,128,4098,1981,1415,11,186,1,159,345,375,1928,3291,1633,1126,5,162,277,1604,2117,0.4834,0.3453,0.0915,0.0454,0.5166,0.8031
MECKLENBURG,129,2711,1018,715,50,104,5,501,318,824,940,2182,928,569,28,90,560,874,1693,0.3755,0.2637,0.3039,0.0384,0.6245,0.8049
MECKLENBURG,130,3874,931,1231,34,804,3,586,285,858,844,2791,780,867,23,548,550,725,2943,0.2403,0.3178,0.2215,0.2075,0.7597,0.7204
MECKLENBURG,131,2371,2031,84,2,94,0,16,144,91,2015,1817,1574,63,2,64,62,1563,340,0.8566,0.0354,0.0384,0.0396,0.1434,0.7663
MECKLENBURG,132,4670,1103,1224,81,206,3,1596,457,2082,985,3378,947,937,57,167,1288,868,3567,0.2362,0.2621,0.4458,0.0441,0.7638,0.7233
MECKLENBURG,133,7343,5784,526,14,312,2,149,556,473,5686,5380,4300,414,7,226,308,4230,1559,0.7877,0.0716,0.0644,0.0425,0.2123,0.7327
MECKLENBURG,134,11104,7576,1442,43,356,2,794,891,1507,7346,8400,6007,1074,27,269,936,5857,3528,0.6823,0.1299,0.1357,0.0321,0.3177,0.7565
MECKLENBURG,135,14594,2386,8767,84,393,6,1723,1235,2832,2138,11091,2056,6706,55,314,1827,1922,12208,0.1635,0.6007,0.1941,0.0269,0.8365,0.76
MECKLENBURG,136,3482,2917,138,20,123,1,98,185,218,2869,2747,2357,108,15,91,136,2326,565,0.8377,0.0396,0.0626,0.0353,0.1623,0.7889
MECKLENBURG,137,9969,5861,673,17,2501,11,200,706,651,5750,7087,4417,479,14,1606,416,4355,4108,0.5879,0.0675,0.0653,0.2509,0.4121,0.7109
MECKLENBURG,138,6875,1628,2642,61,634,4,1271,635,1998,1382,5444,1415,2114,37,520,1390,1260,5247,0.2368,0.3843,0.2906,0.0922,0.7632,0.7919
MECKLENBURG,139.1,5530,3543,525,15,773,0,165,509,470,3475,4068,2716,380,13,546,308,2668,1987,0.6407,0.0949,0.085,0.1398,0.3593,0.7356
MECKLENBURG,140,9613,5208,973,23,2258,6,324,821,927,5026,7084,4097,709,13,1509,631,3966,4405,0.5418,0.1012,0.0964,0.2349,0.4582,0.7369
MECKLENBURG,141,11129,5446,3068,143,1541,21,580,330,1193,5049,10455,5291,2836,133,1461,1000,4927,5683,0.4894,0.2757,0.1072,0.1385,0.5106,0.9394
MECKLENBURG,142,9679,7283,952,37,412,4,237,754,718,7116,7376,5705,719,29,301,458,5591,2396,0.7525,0.0984,0.0742,0.0426,0.2475,0.7621
MECKLENBURG,143,8751,6717,698,17,459,1,203,656,643,6594,6089,4724,499,13,315,434,4646,2034,0.7676,0.0798,0.0735,0.0525,0.2324,0.6958
MECKLENBURG,144,5258,3687,433,10,605,2,91,430,359,3610,4008,2926,321,8,430,230,2881,1571,0.7012,0.0824,0.0683,0.1151,0.2988,0.7623
MECKLENBURG,145,14590,7091,4971,28,862,14,454,1170,1170,6898,10928,5645,3589,23,643,803,5492,7499,0.486,0.3407,0.0802,0.0591,0.514,0.749
MECKLENBURG,146,8162,1240,4413,44,1493,4,446,522,819,1129,6320,1104,3392,33,1102,591,1025,6922,0.1519,0.5407,0.1003,0.1829,0.8481,0.7743
MECKLENBURG,147,8613,1710,2707,156,1558,3,1750,729,2616,1434,6753,1500,2246,96,1246,1721,1312,6903,0.1985,0.3143,0.3037,0.1809,0.8015,0.784
MECKLENBURG,148,19409,9326,2344,51,5381,9,608,1690,1753,9029,13593,7043,1621,31,3442,1163,6849,10083,0.4805,0.1208,0.0903,0.2772,0.5195,0.7003
MECKLENBURG,149,9172,1920,4900,38,495,4,1100,715,1748,1697,6988,1593,3728,26,404,1198,1454,7252,0.2093,0.5342,0.1906,0.054,0.7907,0.7619
MECKLENBURG,150,5145,1983,2281,19,155,0,269,438,565,1914,3960,1698,1694,14,113,369,1650,3162,0.3854,0.4433,0.1098,0.0301,0.6146,0.7697
MECKLENBURG,151,7972,2488,3723,43,502,6,577,633,1075,2358,6031,2008,2798,36,395,697,1926,5484,0.3121,0.467,0.1348,0.063,0.6879,0.7565
MECKLENBURG,200,4545,2051,703,45,198,0,1143,405,1498,1967,3423,1794,538,27,158,867,1744,2494,0.4513,0.1547,0.3296,0.0436,0.5487,0.7531
MECKLENBURG,201,12575,4159,5123,123,291,11,1678,1190,2707,3899,9286,3433,3695,91,239,1756,3274,8416,0.3307,0.4074,0.2153,0.0231,0.6693,0.7384
MECKLENBURG,202,13227,10130,1202,28,327,6,579,955,1327,9805,10020,7958,882,23,241,845,7744,3097,0.7659,0.0909,0.1003,0.0247,0.2341,0.7575
MECKLENBURG,203,11147,2505,5713,43,297,1,1434,1154,2449,2248,8124,2017,4112,37,246,1608,1868,8642,0.2247,0.5125,0.2197,0.0266,0.7753,0.7288
MECKLENBURG,204.1,8238,1788,4894,39,380,6,568,563,1016,1663,6170,1472,3613,33,296,663,1384,6450,0.217,0.5941,0.1233,0.0461,0.783,0.749
MECKLENBURG,205,5846,1913,2541,22,274,17,535,544,1025,1805,4440,1597,1889,13,203,693,1537,3933,0.3272,0.4347,0.1753,0.0469,0.6728,0.7595
MECKLENBURG,206,8897,7140,595,43,336,1,212,570,567,7036,7601,6162,506,37,302,435,6090,1757,0.8025,0.0669,0.0637,0.0378,0.1975,0.8543
MECKLENBURG,207,8511,6111,761,43,217,0,643,736,1217,5927,6155,4557,543,18,162,777,4452,2400,0.718,0.0894,0.143,0.0255,0.282,0.7232
MECKLENBURG,208,6440,5643,178,10,158,2,101,348,247,5585,4998,4453,146,9,126,157,4408,797,0.8762,0.0276,0.0384,0.0245,0.1238,0.7761
MECKLENBURG,209,6939,4804,1054,30,157,2,355,537,738,4676,5178,3709,778,21,108,471,3636,2135,0.6923,0.1519,0.1064,0.0226,0.3077,0.7462
MECKLENBURG,210,9419,1164,6287,37,311,5,1063,552,1488,1053,7115,971,4859,31,203,943,905,8255,0.1236,0.6675,0.158,0.033,0.8764,0.7554
MECKLENBURG,211,16442,4408,8762,58,630,12,1198,1374,2133,4101,12947,3797,6767,45,506,1557,3571,12034,0.2681,0.5329,0.1297,0.0383,0.7319,0.7874
MECKLENBURG,212,21153,4865,9960,119,3921,10,919,1359,1836,4633,16996,4298,7699,74,3218,1363,4130,16288,0.23,0.4709,0.0868,0.1854,0.77,0.8035
MECKLENBURG,213,8581,1087,5257,59,296,3,1404,475,1883,894,6348,935,3908,39,233,1257,808,7494,0.1267,0.6126,0.2194,0.0345,0.8733,0.7398
MECKLENBURG,214,5108,1788,2546,41,196,12,193,332,398,1737,3870,1482,1873,37,155,252,1450,3320,0.35,0.4984,0.0779,0.0384,0.65,0.7576
MECKLENBURG,215,5170,3679,544,14,326,8,180,419,434,3610,3831,2817,395,13,244,270,2776,1491,0.7116,0.1052,0.0839,0.0631,0.2884,0.741
MECKLENBURG,216,6881,4126,1205,39,435,1,460,615,891,4029,5529,3493,929,30,329,614,3431,2755,0.5996,0.1751,0.1295,0.0632,0.4004,0.8035
MECKLENBURG,217,4974,3320,735,21,180,4,249,465,601,3212,3945,2691,583,19,133,442,2601,1654,0.6675,0.1478,0.1208,0.0362,0.3325,0.7931
MECKLENBURG,218,3814,2911,310,16,98,0,136,343,356,2835,2949,2328,249,7,72,238,2277,903,0.7632,0.0813,0.0933,0.0257,0.2368,0.7732
MECKLENBURG,219,3828,2511,587,35,187,2,278,228,448,2452,3067,2094,462,26,153,279,2061,1317,0.656,0.1533,0.117,0.0489,0.344,0.8012
MECKLENBURG,220,3999,3022,454,10,118,4,105,286,320,2976,3282,2562,379,4,97,207,2534,977,0.7557,0.1135,0.08,0.0295,0.2443,0.8207
MECKLENBURG,221,6153,4834,499,21,185,0,169,445,362,4775,4842,3895,385,20,152,243,3863,1319,0.7856,0.0811,0.0588,0.0301,0.2144,0.7869
MECKLENBURG,222,11323,2356,6539,54,545,13,1035,781,1527,2209,8215,1983,4638,44,368,984,1892,8967,0.2081,0.5775,0.1349,0.0481,0.7919,0.7255
MECKLENBURG,223.1,10992,4643,4633,48,255,5,567,841,1118,4490,8075,3636,3261,35,214,757,3538,6349,0.4224,0.4215,0.1017,0.0232,0.5776,0.7346
MECKLENBURG,224,5342,2060,1860,40,305,3,608,466,970,1942,3997,1722,1307,35,236,634,1664,3282,0.3856,0.3482,0.1816,0.0571,0.6144,0.7482
MECKLENBURG,225,5353,3194,889,16,286,4,490,474,890,3085,4335,2747,669,16,232,630,2670,2159,0.5967,0.1661,0.1663,0.0534,0.4033,0.8098
MECKLENBURG,226,5577,3646,679,16,323,0,339,574,714,3551,4576,3083,536,10,281,533,3009,1931,0.6538,0.1218,0.128,0.0579,0.3462,0.8205
MECKLENBURG,227,10840,6964,1066,27,1545,4,308,926,918,6780,7973,5290,769,27,1067,649,5176,3876,0.6424,0.0983,0.0847,0.1425,0.3576,0.7355
MECKLENBURG,228,7572,2412,2554,46,663,3,1034,860,1815,2258,6144,2134,2121,36,513,1290,2028,5160,0.3185,0.3373,0.2397,0.0876,0.6815,0.8114
MECKLENBURG,229,16800,8318,4690,63,1104,20,1056,1549,2143,8020,12660,6720,3372,43,825,1456,6526,8482,0.4951,0.2792,0.1276,0.0657,0.5049,0.7536
MECKLENBURG,230,16146,5094,5861,96,1975,1,1575,1544,3029,4683,12279,4155,4334,62,1541,2150,3871,11052,0.3155,0.363,0.1876,0.1223,0.6845,0.7605
MECKLENBURG,231,6613,3285,1366,56,506,1,668,731,1430,3037,4959,2598,961,44,434,931,2476,3328,0.4967,0.2066,0.2162,0.0765,0.5033,0.7499
MECKLENBURG,232,7308,4764,604,16,1095,8,159,662,556,4671,5675,3879,471,13,762,399,3815,2544,0.6519,0.0826,0.0761,0.1498,0.3481,0.7765
MECKLENBURG,233,5611,4831,164,2,261,0,67,286,231,4766,4431,3891,136,1,194,144,3850,780,0.861,0.0292,0.0412,0.0465,0.139,0.7897
MECKLENBURG,234,6023,2927,1141,60,243,2,1042,608,1518,2787,4553,2445,845,41,177,967,2351,3096,0.486,0.1894,0.252,0.0403,0.514,0.7559
MECKLENBURG,235,5855,2597,1705,28,248,3,695,579,1253,2406,4444,2159,1208,20,189,855,2035,3258,0.4436,0.2912,0.214,0.0424,0.5564,0.759
MECKLENBURG,236,7121,5211,818,56,246,2,282,506,603,5101,5451,4133,616,49,180,377,4065,1910,0.7318,0.1149,0.0847,0.0345,0.2682,0.7655
MECKLENBURG,237,7377,1846,3803,56,306,9,712,645,1237,1727,5625,1534,2908,44,248,804,1453,5531,0.2502,0.5155,0.1677,0.0415,0.7498,0.7625
MECKLENBURG,238.1,4047,1917,1496,10,177,4,124,319,338,1857,3091,1556,1091,9,145,245,1515,2130,0.4737,0.3697,0.0835,0.0437,0.5263,0.7638
MECKLENBURG,239,5636,1696,2375,36,921,8,207,393,467,1631,4227,1407,1757,30,650,323,1356,3940,0.3009,0.4214,0.0829,0.1634,0.6991,0.75
MECKLENBURG,240,8768,7060,574,27,218,2,223,664,671,6899,7143,5885,444,25,170,485,5778,1708,0.8052,0.0655,0.0765,0.0249,0.1948,0.8147
MECKLENBURG,241,11404,7372,2182,29,681,1,316,823,838,7243,8750,5844,1646,24,505,568,5750,4032,0.6464,0.1913,0.0735,0.0597,0.3536,0.7673
MECKLENBURG,242,3783,3393,67,3,88,0,42,190,109,3371,3011,2733,60,2,66,77,2716,390,0.8969,0.0177,0.0288,0.0233,0.1031,0.7959
MECKLENBURG,243,15747,6563,5137,60,1085,17,1239,1646,2587,6230,11969,5359,3758,47,846,1831,5132,9184,0.4168,0.3262,0.1643,0.0689,0.5832,0.7601
MITCHELL,01-A,2127,1980,5,3,9,0,13,117,38,1972,1717,1619,5,3,4,23,1614,147,0.9309,0.0024,0.0179,0.0042,0.0691,0.8072
MITCHELL,02,381,374,0,0,2,0,0,5,4,373,318,315,0,0,2,0,315,7,0.9816,0.0,0.0105,0.0052,0.0184,0.8346
MITCHELL,03,715,692,0,0,0,0,6,17,6,689,601,579,0,0,0,5,577,23,0.9678,0.0,0.0084,0.0,0.0322,0.8406
MITCHELL,04,8040,7196,38,15,32,1,318,440,556,7088,6552,5995,29,15,31,354,5922,844,0.895,0.0047,0.0692,0.004,0.105,0.8149
MITCHELL,05,1034,973,0,6,2,0,0,53,34,960,858,809,0,5,2,21,803,61,0.941,0.0,0.0329,0.0019,0.059,0.8298
MITCHELL,06,702,673,0,2,2,0,0,25,1,673,598,576,0,2,2,1,576,29,0.9587,0.0,0.0014,0.0028,0.0413,0.8519
MITCHELL,07,251,239,0,0,1,0,0,11,4,236,223,215,0,0,0,2,213,12,0.9522,0.0,0.0159,0.004,0.0478,0.8884
MITCHELL,09,1663,1546,10,4,6,0,20,77,59,1532,1391,1304,7,4,5,42,1293,117,0.9296,0.006,0.0355,0.0036,0.0704,0.8364
MONTGOMERY,BIS,2912,1400,574,27,22,0,693,196,995,1270,2139,1099,424,20,19,634,1033,1512,0.4808,0.1971,0.3417,0.0076,0.5192,0.7345
MONTGOMERY,CAN,2836,1276,420,22,34,3,833,248,1153,1185,2042,1037,331,14,30,663,986,1560,0.4499,0.1481,0.4066,0.012,0.5501,0.72
MONTGOMERY,CHE,951,782,74,1,7,0,51,36,66,777,732,617,68,1,0,42,613,169,0.8223,0.0778,0.0694,0.0074,0.1777,0.7697
MONTGOMERY,ELD,1894,1789,15,11,7,0,4,68,26,1786,1729,1641,15,9,6,21,1638,105,0.9446,0.0079,0.0137,0.0037,0.0554,0.9129
MONTGOMERY,LIT,813,725,14,4,0,0,13,57,43,718,606,548,10,4,0,30,545,88,0.8918,0.0172,0.0529,0.0,0.1082,0.7454
MONTGOMERY,MTG,2121,986,982,16,43,4,15,75,30,984,1688,775,818,13,27,19,773,1135,0.4649,0.463,0.0141,0.0203,0.5351,0.7959
MONTGOMERY,OPH,456,423,6,0,3,0,11,13,18,420,363,334,6,0,3,13,333,33,0.9276,0.0132,0.0395,0.0066,0.0724,0.7961
MONTGOMERY,PEE,1788,1486,179,2,42,1,30,48,40,1479,1529,1336,115,1,29,25,1331,302,0.8311,0.1001,0.0224,0.0235,0.1689,0.8551
MONTGOMERY,ROC,1368,438,443,11,3,0,403,70,482,413,992,342,358,4,2,282,332,930,0.3202,0.3238,0.3523,0.0022,0.6798,0.7251
MONTGOMERY,STA,2599,1998,148,17,3,0,331,102,446,1934,2011,1627,97,17,3,267,1594,601,0.7688,0.0569,0.1716,0.0012,0.2312,0.7738
MONTGOMERY,T1,3104,1853,686,17,68,0,266,214,426,1820,2279,1463,501,10,51,223,1455,1251,0.597,0.221,0.1372,0.0219,0.403,0.7342
MONTGOMERY,T2,2271,1641,448,7,28,0,60,87,136,1607,1876,1356,405,7,19,80,1339,630,0.7226,0.1973,0.0599,0.0123,0.2774,0.8261
MONTGOMERY,UWH,1956,1769,44,3,37,1,10,92,31,1764,1652,1531,28,3,28,20,1531,187,0.9044,0.0225,0.0158,0.0189,0.0956,0.8446
MONTGOMERY,WAD,682,351,193,1,96,0,26,15,32,347,539,265,167,0,77,23,262,331,0.5147,0.283,0.0469,0.1408,0.4853,0.7903
MOORE,BEN,3048,2069,494,30,7,2,292,154,434,1987,2399,1699,393,21,7,279,1647,979,0.6788,0.1621,0.1424,0.0023,0.3212,0.7871
MOORE,CAM,3981,3098,411,38,14,1,188,231,350,3021,3044,2440,292,32,12,216,2399,883,0.7782,0.1032,0.0879,0.0035,0.2218,0.7646
MOORE,CAR,7636,5891,905,80,47,3,186,524,475,5795,5814,4518,744,55,34,319,4460,1745,0.7715,0.1185,0.0622,0.0062,0.2285,0.7614
MOORE,DHR,2553,2073,125,10,8,0,164,173,260,2054,1981,1672,107,10,6,134,1664,480,0.812,0.049,0.1018,0.0031,0.188,0.7759
MOORE,EAB,4311,2887,913,64,43,2,96,306,247,2816,3289,2286,697,46,31,163,2236,1424,0.6697,0.2118,0.0573,0.01,0.3303,0.7629
MOORE,EKWD,2161,1784,128,10,45,1,38,155,118,1755,1728,1482,101,9,30,64,1463,377,0.8255,0.0592,0.0546,0.0208,0.1745,0.7996
MOORE,EUR-WP,6157,5381,124,27,82,3,86,454,334,5276,4360,3886,96,17,66,197,3829,776,0.874,0.0201,0.0542,0.0133,0.126,0.7081
MOORE,EWD,2198,1698,260,24,11,1,64,140,141,1678,1727,1366,214,15,10,78,1360,500,0.7725,0.1183,0.0641,0.005,0.2275,0.7857
MOORE,LTR,4727,3790,334,51,40,6,147,359,440,3607,3481,2811,288,35,40,235,2732,937,0.8018,0.0707,0.0931,0.0085,0.1982,0.7364
MOORE,NSP,3415,2872,215,22,35,4,67,200,215,2800,2919,2502,186,12,32,144,2459,543,0.841,0.063,0.063,0.0102,0.159,0.8548
MOORE,PBF,3713,2216,804,76,54,8,262,293,438,2164,2853,1803,597,55,40,287,1769,1497,0.5968,0.2165,0.118,0.0145,0.4032,0.7684
MOORE,PDN,4690,3915,296,25,57,10,69,318,250,3852,3723,3148,230,15,55,165,3110,775,0.8348,0.0631,0.0533,0.0122,0.1652,0.7938
MOORE,PHA1,4588,3866,220,27,116,3,71,285,225,3779,3564,3034,184,19,92,156,2982,722,0.8426,0.048,0.049,0.0253,0.1574,0.7768
MOORE,PHA2,2333,2096,52,15,37,0,28,105,52,2088,2060,1896,33,13,28,26,1894,237,0.8984,0.0223,0.0223,0.0159,0.1016,0.883
MOORE,PHB1A,3810,3276,184,9,74,1,39,227,171,3240,3195,2797,148,9,62,127,2770,534,0.8598,0.0483,0.0449,0.0194,0.1402,0.8386
MOORE,PHB2,2763,2471,54,15,60,0,18,145,92,2453,2359,2160,47,12,41,64,2151,292,0.8943,0.0195,0.0333,0.0217,0.1057,0.8538
MOORE,PHC,5115,4353,267,26,109,4,74,282,235,4288,4248,3712,220,21,81,136,3670,762,0.851,0.0522,0.0459,0.0213,0.149,0.8305
MOORE,RBN,2590,1460,163,23,15,0,674,255,937,1392,1904,1179,135,18,7,565,1146,1130,0.5637,0.0629,0.3618,0.0058,0.4363,0.7351
MOORE,SLS,4885,4310,183,15,54,0,84,239,247,4254,3875,3487,148,12,32,150,3452,575,0.8823,0.0375,0.0506,0.0111,0.1177,0.7932
MOORE,SSP,5722,3068,2079,37,96,1,77,364,276,3023,4440,2573,1480,23,71,182,2543,2654,0.5362,0.3633,0.0482,0.0168,0.4638,0.776
MOORE,TLT,642,212,371,4,7,0,15,33,24,210,535,181,321,0,7,17,180,430,0.3302,0.5779,0.0374,0.0109,0.6698,0.8333
MOORE,VSS,3402,2669,276,30,24,1,173,229,365,2565,2568,2027,226,26,18,239,1958,733,0.7845,0.0811,0.1073,0.0071,0.2155,0.7549
MOORE,WAB,6154,3901,1194,113,138,2,209,597,529,3786,4736,3155,916,97,112,316,3086,2253,0.6339,0.194,0.086,0.0224,0.3661,0.7696
MOORE,WEM,2798,2464,143,9,9,0,65,108,136,2427,2229,1985,115,7,9,89,1965,334,0.8806,0.0511,0.0486,0.0032,0.1194,0.7966
MOORE,WKWD1,2908,2517,117,16,44,2,39,173,144,2466,2459,2173,90,15,41,95,2148,391,0.8655,0.0402,0.0495,0.0151,0.1345,0.8456
MOORE,WND,3385,2632,359,29,38,5,116,206,230,2574,2688,2149,299,25,31,130,2116,753,0.7775,0.1061,0.0679,0.0112,0.2225,0.7941
NASH,P01A,4704,2836,911,39,12,6,531,369,946,2657,3556,2271,704,29,11,563,2171,1868,0.6029,0.1937,0.2011,0.0026,0.3971,0.756
